DATETRANSA;NumClient;SensTransaction;NumeroValeur;QuantiteNegociee;CoursTransaction;Montant;NAT;GESTION;COMMERC;SOLDE;Depose;TUNSFAX
26/09/2018 00:00;10000;A;1570;1;100;100;TN;LIBRE;6;0;O;T
26/09/2018 00:00;24456;A;1570;10;100;1000;TN;LIBRE;11;0;O;T
26/09/2018 00:00;27362;A;1570;1;100;100;TN;LIBRE;53;-964,611;O;T
26/09/2018 00:00;39500;A;1570;1;100;100;TN;GEST;6;0;O;T
26/09/2018 00:00;43452;A;1570;1;100;100;TN;LIBRE;6;0;O;T
26/09/2018 00:00;44802;A;1570;9985;100;998500;TN;LIBRE;47;0;O;T
26/09/2018 00:00;49665;A;1570;1;100;100;TN;LIBRE;7;0;O;T
27/09/2018 00:00;45481;A;1570;3944;100;394400;TN;LIBRE;44;0;O;T
27/09/2018 00:00;51883;A;1570;2223;100;222300;TN;LIBRE;44;0;O;T
27/09/2018 00:00;53202;A;1570;4040;100;404000;TN;LIBRE;44;0;O;T
27/09/2018 00:00;44802;V;1570;9485;100;948500;TN;LIBRE;47;0;O;T
27/09/2018 00:00;51071;A;1570;10;100;1000;TN;LIBRE;9;0;O;S
27/09/2018 00:00;48354;A;1570;2;100;200;TN;LIBRE;7;0;O;T
27/09/2018 00:00;44783;A;1570;2;100;200;TN;LIBRE;7;0;O;T
27/09/2018 00:00;54896;A;1570;5;100;500;TN;LIBRE;44;0;O;T
27/09/2018 00:00;54896;A;1570;95;100;9500;TN;LIBRE;44;0;O;T
28/09/2018 00:00;46308;A;1570;18;100,012;1800,216;TN;LIBRE;52;0;O;T
28/09/2018 00:00;47115;A;1570;10;100,012;1000,12;TN;LIBRE;52;0;O;T
28/09/2018 00:00;54658;A;1570;144;100,012;14401,728;TN;LIBRE;53;0;O;T
01/10/2018 00:00;58545;A;1570;13;100,047;1300,611;TN;LIBRE;6;0;O;T
01/10/2018 00:00;24456;V;1570;10;100,047;1000,47;TN;LIBRE;11;0;O;T
01/10/2018 00:00;54896;V;1570;100;100,047;10004,7;TN;LIBRE;44;0;O;T
03/10/2018 00:00;53202;V;1570;250;100,071;25017,75;TN;LIBRE;44;0;O;T
03/10/2018 00:00;53539;A;1570;142;100,071;14210,082;TN;LIBRE;44;0;O;T
03/10/2018 00:00;51883;V;1570;319;100,071;31922,649;TN;LIBRE;44;0;O;T
05/10/2018 00:00;45481;A;1570;107;100,096;10710,272;TN;LIBRE;44;0;O;T
05/10/2018 00:00;54461;A;1570;166;100,096;16615,936;TN;LIBRE;44;0;O;T
05/10/2018 00:00;57820;A;1570;22;100,096;2202,112;TN;LIBRE;44;0;O;T
08/10/2018 00:00;57175;A;1570;2133;100,117;213549,561;TN;LIBRE;7;0;O;T
08/10/2018 00:00;51091;A;1570;101;100,117;10111,817;TN;LIBRE;6;0;O;T
08/10/2018 00:00;26865;A;1570;629;100,117;62973,593;TN;LIBRE;7;358,146;O;T
08/10/2018 00:00;44898;A;1570;197;100,117;19723,049;TN;LIBRE;7;0;O;T
08/10/2018 00:00;45611;A;1570;124;100,117;12414,508;TN;LIBRE;7;0;O;T
08/10/2018 00:00;54658;A;1570;13;100,117;1301,521;TN;LIBRE;53;0;O;T
08/10/2018 00:00;55116;A;1570;29;100,117;2903,393;TN;LIBRE;7;0;O;T
08/10/2018 00:00;57175;V;1570;2133;100,117;213549,561;TN;LIBRE;7;0;O;T
09/10/2018 00:00;46310;A;1570;13;100,128;1301,664;TN;LIBRE;44;0;O;T
09/10/2018 00:00;53202;V;1570;337;100,128;33743,136;TN;LIBRE;44;0;O;T
09/10/2018 00:00;53175;A;1570;3785;100,128;378984,48;TN;LIBRE;44;0;O;T
09/10/2018 00:00;39500;V;1570;1;100,128;100,128;TN;GEST;6;0;O;T
09/10/2018 00:00;52387;A;1570;212;100,128;21227,136;TN;LIBRE;44;0;O;T
09/10/2018 00:00;52388;A;1570;211;100,128;21127,008;TN;LIBRE;44;0;O;T
10/10/2018 00:00;58102;A;1570;2;100,135;200,27;TN;LIBRE;44;0;O;T
10/10/2018 00:00;58103;A;1570;2;100,135;200,27;TN;LIBRE;44;0;O;T
11/10/2018 00:00;53202;V;1570;2497;100,142;250054,574;TN;LIBRE;44;0;O;T
11/10/2018 00:00;53202;V;1570;365;100,142;36551,83;TN;LIBRE;44;0;O;T
11/10/2018 00:00;58553;A;1570;469;100,142;46966,598;TN;LIBRE;44;0;O;T
12/10/2018 00:00;53202;V;1570;365;100,169;36561,685;TN;LIBRE;44;0;O;T
12/10/2018 00:00;51883;V;1570;467;100,169;46778,923;TN;LIBRE;44;0;O;T
16/10/2018 00:00;45481;A;1570;1356;100,209;135883,404;TN;LIBRE;44;0;O;T
17/10/2018 00:00;53175;V;1570;3785;100,218;379325,13;TN;LIBRE;44;0;O;T
17/10/2018 00:00;53175;A;1570;2917;100,218;292335,906;TN;LIBRE;44;0;O;T
17/10/2018 00:00;53145;A;1570;899;100,218;90095,982;TN;LIBRE;44;0;O;T
17/10/2018 00:00;58553;V;1570;50;100,218;5010,9;TN;LIBRE;44;0;O;T
17/10/2018 00:00;51071;V;1570;1;100,218;100,218;TN;LIBRE;9;0;O;S
19/10/2018 00:00;10000;V;1570;1;100,236;100,236;TN;LIBRE;6;0;O;T
19/10/2018 00:00;53202;V;1570;226;100,236;22653,336;TN;LIBRE;44;0;O;T
19/10/2018 00:00;54461;A;1570;318;100,236;31875,048;TN;LIBRE;44;0;O;T
19/10/2018 00:00;57738;A;1570;100;100,236;10023,6;TN;LIBRE;6;0;O;T
22/10/2018 00:00;53539;V;1570;142;100,261;14237,062;TN;LIBRE;44;0;O;T
22/10/2018 00:00;53539;A;1570;95;100,261;9524,795;TN;LIBRE;44;0;O;T
22/10/2018 00:00;58440;A;1570;199;100,261;19951,939;TN;LIBRE;7;0;O;T
24/10/2018 00:00;54658;V;1570;61;100,278;6116,958;TN;LIBRE;53;0;O;T
25/10/2018 00:00;45481;V;1570;60;100,287;6017,22;TN;LIBRE;44;0;O;T
25/10/2018 00:00;57834;A;1570;200;100,287;20057,4;TN;LIBRE;6;0;O;T
25/10/2018 00:00;46319;A;1570;191;100,287;19154,817;TN;LIBRE;44;0;O;T
25/10/2018 00:00;51071;V;1570;9;100,287;902,583;TN;LIBRE;9;0;O;S
26/10/2018 00:00;55730;A;1570;230;100,295;23067,85;TN;LIBRE;6;0;O;T
26/10/2018 00:00;43452;V;1570;1;100,295;100,295;TN;LIBRE;6;0;O;T
30/10/2018 00:00;55116;V;1570;3;100,311;300,933;TN;LIBRE;7;0;O;T
01/11/2018 00:00;58553;V;1570;250;100,336;25084;TN;LIBRE;44;0;O;T
01/11/2018 00:00;44898;V;1570;70;100,336;7023,52;TN;LIBRE;7;0;O;T
01/11/2018 00:00;57834;V;1570;14;100,336;1404,704;TN;LIBRE;6;0;O;T
06/11/2018 00:00;46308;V;1570;4;100,409;401,636;TN;LIBRE;52;0;O;T
16/11/2018 00:00;57750;A;1570;153;100,541;15382,773;TN;LIBRE;6;0;O;T
16/11/2018 00:00;26865;A;1570;323;100,541;32474,743;TN;LIBRE;7;358,146;O;T
21/11/2018 00:00;51883;V;1570;443;100,618;44573,774;TN;LIBRE;44;0;O;T
22/11/2018 00:00;46308;V;1570;1;100,635;100,635;TN;LIBRE;52;0;O;T
22/11/2018 00:00;58545;A;1570;14;100,635;1408,89;TN;LIBRE;6;0;O;T
23/11/2018 00:00;46308;V;1570;2;100,651;201,302;TN;LIBRE;52;0;O;T
26/11/2018 00:00;53175;V;1570;467;100,695;47024,565;TN;LIBRE;44;0;O;T
27/11/2018 00:00;26865;V;1570;127;100,714;12790,678;TN;LIBRE;7;358,146;O;T
27/11/2018 00:00;26865;V;1570;127;100,714;12790,678;TN;LIBRE;7;358,146;O;T
27/11/2018 00:00;44898;V;1570;127;100,714;12790,678;TN;LIBRE;7;0;O;T
28/11/2018 00:00;57834;V;1570;28;100,731;2820,468;TN;LIBRE;6;0;O;T
28/11/2018 00:00;55116;V;1570;21;100,731;2115,351;TN;LIBRE;7;0;O;T
29/11/2018 00:00;58578;A;1570;198;100,744;19947,312;TN;LIBRE;83;0;O;T
29/11/2018 00:00;54458;A;1570;243;100,744;24480,792;TN;LIBRE;52;0;O;T
29/11/2018 00:00;57738;V;1570;45;100,744;4533,48;TN;LIBRE;6;0;O;T
30/11/2018 00:00;57738;V;1570;55;100,761;5541,855;TN;LIBRE;6;0;O;T
03/12/2018 00:00;46319;V;1570;191;100,799;19252,609;TN;LIBRE;44;0;O;T
03/12/2018 00:00;47556;A;1570;149;100,799;15019,051;TN;LIBRE;7;0;O;T
03/12/2018 00:00;26865;A;1570;127;100,799;12801,473;TN;LIBRE;7;358,146;O;T
04/12/2018 00:00;46308;V;1570;1;100,819;100,819;TN;LIBRE;52;0;O;T
04/12/2018 00:00;37214;A;1570;991;100,819;99911,629;TN;LIBRE;7;48,68;O;T
04/12/2018 00:00;49919;A;1570;3;100,819;302,457;TN;LIBRE;6;0;O;T
04/12/2018 00:00;44570;A;1570;18;100,819;1814,742;TN;LIBRE;6;0;O;T
04/12/2018 00:00;51009;A;1570;1;100,819;100,819;TN;LIBRE;44;0;O;T
04/12/2018 00:00;52142;A;1570;49;100,819;4940,131;TN;LIBRE;6;0;O;T
04/12/2018 00:00;47115;A;1570;9;100,819;907,371;TN;LIBRE;52;0;O;T
04/12/2018 00:00;57834;V;1570;84;100,819;8468,796;TN;LIBRE;6;0;O;T
06/12/2018 00:00;53636;A;1570;42;100,847;4235,574;TN;LIBRE;7;0;O;T
06/12/2018 00:00;42346;A;1570;4;100,847;403,388;TN;LIBRE;7;0;O;T
06/12/2018 00:00;26373;A;1570;29;100,847;2924,563;TN;LIBRE;7;-25,129;O;T
06/12/2018 00:00;47502;A;1570;10;100,847;1008,47;TN;LIBRE;7;0;O;T
06/12/2018 00:00;39341;A;1570;124;100,847;12505,028;TN;LIBRE;7;0;O;T
06/12/2018 00:00;58098;A;1570;4;100,847;403,388;TN;LIBRE;7;0;O;T
06/12/2018 00:00;54117;A;1570;125;100,847;12605,875;TN;LIBRE;7;0;O;T
06/12/2018 00:00;57829;A;1570;427;100,847;43061,669;TN;LIBRE;7;0;O;T
06/12/2018 00:00;45611;A;1570;16;100,847;1613,552;TN;LIBRE;7;0;O;T
06/12/2018 00:00;37214;A;1570;1;100,847;100,847;TN;LIBRE;7;48,68;O;T
06/12/2018 00:00;57842;A;1570;280;100,847;28237,16;TN;LIBRE;7;0;O;T
10/12/2018 00:00;5880;A;1570;28;100,896;2825,088;TN;LIBRE;7;22,12;O;T
10/12/2018 00:00;39265;A;1570;34;100,896;3430,464;TN;LIBRE;7;0;O;T
10/12/2018 00:00;58583;A;1570;99;100,896;9988,704;TN;LIBRE;7;0;O;T
10/12/2018 00:00;26865;V;1570;99;100,896;9988,704;TN;LIBRE;7;358,146;O;T
10/12/2018 00:00;49665;V;1570;1;100,896;100,896;TN;LIBRE;7;0;O;T
10/12/2018 00:00;52142;V;1570;8;100,896;807,168;TN;LIBRE;6;0;O;T
11/12/2018 00:00;46308;V;1570;2;100,917;201,834;TN;LIBRE;52;0;O;T
11/12/2018 00:00;57750;V;1570;51;100,917;5146,767;TN;LIBRE;6;0;O;T
12/12/2018 00:00;52142;V;1570;9;100,932;908,388;TN;LIBRE;6;0;O;T
12/12/2018 00:00;57750;V;1570;38;100,932;3835,416;TN;LIBRE;6;0;O;T
12/12/2018 00:00;54461;V;1570;77;100,932;7771,764;TN;LIBRE;44;0;O;T
13/12/2018 00:00;9412;A;1570;399;100,946;40277,454;TN;LIBRE;7;20,271;O;T
13/12/2018 00:00;54458;V;1570;243;100,946;24529,878;TN;LIBRE;52;0;O;T
13/12/2018 00:00;53636;V;1570;23;100,946;2321,758;TN;LIBRE;7;0;O;T
13/12/2018 00:00;9412;V;1570;3;100,946;302,838;TN;LIBRE;7;20,271;O;T
13/12/2018 00:00;58578;V;1570;198;100,946;19987,308;TN;LIBRE;83;0;O;T
14/12/2018 00:00;53175;V;1570;1585;100,961;160023,185;TN;LIBRE;44;0;O;T
14/12/2018 00:00;47556;V;1570;18;100,961;1817,298;TN;LIBRE;7;0;O;T
14/12/2018 00:00;52191;A;1570;18;100,961;1817,298;TN;LIBRE;7;0;O;T
14/12/2018 00:00;5880;A;1570;93;100,961;9389,373;TN;LIBRE;7;22,12;O;T
14/12/2018 00:00;58583;V;1570;99;100,961;9995,139;TN;LIBRE;7;0;O;T
14/12/2018 00:00;57750;V;1570;11;100,961;1110,571;TN;LIBRE;6;0;O;T
14/12/2018 00:00;54658;V;1570;20;100,961;2019,22;TN;LIBRE;53;0;O;T
17/12/2018 00:00;9412;V;1570;396;100,998;39995,208;TN;LIBRE;7;20,271;O;T
17/12/2018 00:00;9412;A;1570;396;100,998;39995,208;TN;LIBRE;7;20,271;O;T
17/12/2018 00:00;58440;V;1570;12;100,998;1211,976;TN;LIBRE;7;0;O;T
17/12/2018 00:00;5880;V;1570;13;100,998;1312,974;TN;LIBRE;7;22,12;O;T
17/12/2018 00:00;9412;V;1570;47;100,998;4746,906;TN;LIBRE;7;20,271;O;T
17/12/2018 00:00;53874;A;1570;262;100,998;26461,476;TN;LIBRE;7;0;O;T
18/12/2018 00:00;45481;A;1570;218;101,016;22021,488;TN;LIBRE;44;0;O;T
18/12/2018 00:00;58440;V;1570;23;101,016;2323,368;TN;LIBRE;7;0;O;T
19/12/2018 00:00;9412;V;1570;18;101,031;1818,558;TN;LIBRE;7;20,271;O;T
19/12/2018 00:00;9412;V;1570;3;101,031;303,093;TN;LIBRE;7;20,271;O;T
19/12/2018 00:00;9412;V;1570;3;101,031;303,093;TN;LIBRE;7;20,271;O;T
19/12/2018 00:00;9412;V;1570;1;101,031;101,031;TN;LIBRE;7;20,271;O;T
19/12/2018 00:00;53874;V;1570;30;101,031;3030,93;TN;LIBRE;7;0;O;T
21/12/2018 00:00;46308;V;1570;1;101,059;101,059;TN;LIBRE;52;0;O;T
21/12/2018 00:00;45611;V;1570;140;101,059;14148,26;TN;LIBRE;7;0;O;T
21/12/2018 00:00;5880;A;1570;120;101,059;12127,08;TN;LIBRE;7;22,12;O;T
24/12/2018 00:00;54658;A;1570;2;101,095;202,19;TN;LIBRE;53;0;O;T
24/12/2018 00:00;49706;A;1570;8;101,095;808,76;TN;LIBRE;53;0;O;T
24/12/2018 00:00;47556;V;1570;124;101,095;12535,78;TN;LIBRE;7;0;O;T
24/12/2018 00:00;53874;V;1570;35;101,095;3538,325;TN;LIBRE;7;0;O;T
24/12/2018 00:00;5880;V;1570;14;101,095;1415,33;TN;LIBRE;7;22,12;O;T
24/12/2018 00:00;52191;A;1570;42;101,095;4245,99;TN;LIBRE;7;0;O;T
25/12/2018 00:00;54117;V;1570;125;101,115;12639,375;TN;LIBRE;7;0;O;T
25/12/2018 00:00;58440;V;1570;47;101,115;4752,405;TN;LIBRE;7;0;O;T
25/12/2018 00:00;53636;V;1570;11;101,115;1112,265;TN;LIBRE;7;0;O;T
25/12/2018 00:00;52191;V;1570;1;101,115;101,115;TN;LIBRE;7;0;O;T
25/12/2018 00:00;37214;V;1570;5;101,115;505,575;TN;LIBRE;7;48,68;O;T
25/12/2018 00:00;49665;A;1570;18;101,115;1820,07;TN;LIBRE;7;0;O;T
25/12/2018 00:00;5880;V;1570;41;101,115;4145,715;TN;LIBRE;7;22,12;O;T
25/12/2018 00:00;52191;V;1570;17;101,115;1718,955;TN;LIBRE;7;0;O;T
25/12/2018 00:00;58440;V;1570;23;101,115;2325,645;TN;LIBRE;7;0;O;T
26/12/2018 00:00;53175;V;1570;494;101,13;49958,22;TN;LIBRE;44;0;O;T
26/12/2018 00:00;5880;V;1570;30;101,13;3033,9;TN;LIBRE;7;22,12;O;T
26/12/2018 00:00;49665;V;1570;1;101,13;101,13;TN;LIBRE;7;0;O;T
26/12/2018 00:00;52191;V;1570;3;101,13;303,39;TN;LIBRE;7;0;O;T
27/12/2018 00:00;58440;V;1570;4;101,147;404,588;TN;LIBRE;7;0;O;T
27/12/2018 00:00;39265;V;1570;33;101,147;3337,851;TN;LIBRE;7;0;O;T
02/01/2019 00:00;51091;A;1570;1607;101,228;162673,396;TN;LIBRE;6;0;O;T
02/01/2019 00:00;1023;A;1570;1145;101,228;115906,06;TN;LIBRE;44;469,555;O;T
02/01/2019 00:00;46315;A;1570;240;101,228;24294,72;TN;LIBRE;44;0;O;T
02/01/2019 00:00;46316;A;1570;229;101,228;23181,212;TN;LIBRE;44;0;O;T
02/01/2019 00:00;46847;A;1570;545;101,228;55169,26;TN;LIBRE;44;0;O;T
02/01/2019 00:00;50689;A;1570;2251;101,228;227864,228;TN;LIBRE;44;0;O;T
02/01/2019 00:00;50993;A;1570;2216;101,228;224321,248;TN;LIBRE;44;0;O;T
02/01/2019 00:00;53145;A;1570;480;101,228;48589,44;TN;LIBRE;44;0;O;T
02/01/2019 00:00;53374;A;1570;445;101,228;45046,46;TN;LIBRE;44;0;O;T
02/01/2019 00:00;53495;A;1570;1097;101,228;111047,116;TN;LIBRE;44;0;O;T
02/01/2019 00:00;55267;A;1570;256;101,228;25914,368;TN;LIBRE;44;0;O;T
02/01/2019 00:00;44532;A;1570;28;101,228;2834,384;TN;LIBRE;53;0;O;T
02/01/2019 00:00;28819;A;1570;6;101,228;607,368;TN;LIBRE;6;0;O;T
02/01/2019 00:00;51978;A;1570;572;101,228;57902,416;TN;GEST;47;0;O;T
02/01/2019 00:00;44532;V;1570;28;101,228;2834,384;TN;LIBRE;53;0;O;T
02/01/2019 00:00;44861;A;1570;27;101,228;2733,156;TN;LIBRE;53;0;O;T
02/01/2019 00:00;54121;A;1570;20;101,228;2024,56;TN;LIBRE;53;0;O;T
02/01/2019 00:00;54289;A;1570;2;101,228;202,456;TN;LIBRE;53;0;O;T
03/01/2019 00:00;46308;A;1570;6;101,241;607,446;TN;LIBRE;52;0;O;T
03/01/2019 00:00;47115;A;1570;3;101,241;303,723;TN;LIBRE;52;0;O;T
03/01/2019 00:00;57750;V;1570;5;101,241;506,205;TN;LIBRE;6;0;O;T
03/01/2019 00:00;54658;V;1570;37;101,241;3745,917;TN;LIBRE;53;0;O;T
03/01/2019 00:00;50907;A;1570;47;101,241;4758,327;TN;LIBRE;12;0;O;T
03/01/2019 00:00;51710;A;1570;5;101,241;506,205;TN;LIBRE;75;0;O;N
03/01/2019 00:00;39310;A;1570;105;101,241;10630,305;TN;LIBRE;52;0;O;T
03/01/2019 00:00;51671;A;1570;27;101,241;2733,507;TN;LIBRE;75;0;O;N
03/01/2019 00:00;44570;A;1570;5;101,241;506,205;TN;LIBRE;6;0;O;T
03/01/2019 00:00;45897;A;1570;108;101,241;10934,028;TN;LIBRE;7;0;O;T
03/01/2019 00:00;45384;A;1570;169;101,241;17109,729;TN;LIBRE;52;0;O;T
03/01/2019 00:00;38841;A;1570;39;101,241;3948,399;TN;LIBRE;12;0;O;T
03/01/2019 00:00;53772;A;1570;93;101,241;9415,413;TN;LIBRE;52;0;O;T
03/01/2019 00:00;9412;V;1570;85;101,241;8605,485;TN;LIBRE;7;20,271;O;T
03/01/2019 00:00;52191;V;1570;30;101,241;3037,23;TN;LIBRE;7;0;O;T
03/01/2019 00:00;5880;V;1570;91;101,241;9212,931;TN;LIBRE;7;22,12;O;T
03/01/2019 00:00;54658;V;1570;1;101,241;101,241;TN;LIBRE;53;0;O;T
07/01/2019 00:00;25025;A;1570;200;101,294;20258,8;TN;LIBRE;7;171,434;O;T
07/01/2019 00:00;39300;A;1570;26;101,294;2633,644;TN;LIBRE;7;0;O;T
07/01/2019 00:00;5880;A;1570;25;101,294;2532,35;TN;LIBRE;7;22,12;O;T
07/01/2019 00:00;57161;A;1570;102;101,294;10331,988;TN;LIBRE;7;0;O;T
07/01/2019 00:00;25025;A;1570;40;101,294;4051,76;TN;LIBRE;7;171,434;O;T
07/01/2019 00:00;51671;V;1570;27;101,294;2734,938;TN;LIBRE;75;0;O;N
07/01/2019 00:00;52895;A;1570;78;101,294;7900,932;TN;LIBRE;52;0;O;T
07/01/2019 00:00;38841;V;1570;39;101,294;3950,466;TN;LIBRE;12;0;O;T
08/01/2019 00:00;859;A;1570;888;101,313;89965,944;TN;LIBRE;6;43,9;O;T
08/01/2019 00:00;45481;A;1570;82;101,313;8307,666;TN;LIBRE;44;0;O;T
08/01/2019 00:00;52191;V;1570;9;101,313;911,817;TN;LIBRE;7;0;O;T
08/01/2019 00:00;39300;A;1570;13;101,313;1317,069;TN;LIBRE;7;0;O;T
08/01/2019 00:00;39265;V;1570;1;101,313;101,313;TN;LIBRE;7;0;O;T
08/01/2019 00:00;5880;V;1570;23;101,313;2330,199;TN;LIBRE;7;22,12;O;T
08/01/2019 00:00;53874;V;1570;87;101,313;8814,231;TN;LIBRE;7;0;O;T
08/01/2019 00:00;859;V;1570;188;101,313;19046,844;TN;LIBRE;6;43,9;O;T
09/01/2019 00:00;48729;A;1570;7727;101,327;782953,729;TN;LIBRE;44;0;O;T
09/01/2019 00:00;55684;A;1570;157;101,327;15908,339;TN;LIBRE;52;0;O;T
09/01/2019 00:00;54594;A;1570;23625;101,327;2393850,375;TN;LIBRE;52;0;O;T
09/01/2019 00:00;52875;A;1570;113;101,327;11449,951;TN;LIBRE;75;0;O;N
09/01/2019 00:00;57834;V;1570;1;101,327;101,327;TN;LIBRE;6;0;O;T
09/01/2019 00:00;47585;A;1570;118;101,327;11956,586;TN;LIBRE;53;0;O;T
09/01/2019 00:00;5880;V;1570;4;101,327;405,308;TN;LIBRE;7;22,12;O;T
09/01/2019 00:00;58440;V;1570;35;101,327;3546,445;TN;LIBRE;7;0;O;T
09/01/2019 00:00;54658;V;1570;40;101,327;4053,08;TN;LIBRE;53;0;O;T
09/01/2019 00:00;9412;V;1570;26;101,327;2634,502;TN;LIBRE;7;20,271;O;T
09/01/2019 00:00;48404;A;1570;155;101,327;15705,685;TN;LIBRE;6;0;O;T
10/01/2019 00:00;53175;V;1570;371;101,344;37598,624;TN;LIBRE;44;0;O;T
10/01/2019 00:00;55400;A;1570;150;101,344;15201,6;TN;LIBRE;44;0;O;T
10/01/2019 00:00;859;V;1570;44;101,344;4459,136;TN;LIBRE;6;43,9;O;T
10/01/2019 00:00;39300;V;1570;8;101,344;810,752;TN;LIBRE;7;0;O;T
10/01/2019 00:00;25025;V;1570;8;101,344;810,752;TN;LIBRE;7;171,434;O;T
10/01/2019 00:00;51978;V;1570;115;101,344;11654,56;TN;GEST;47;0;O;T
10/01/2019 00:00;51978;V;1570;7;101,344;709,408;TN;GEST;47;0;O;T
10/01/2019 00:00;58572;A;1570;473;101,344;47935,712;TN;LIBRE;53;0;O;T
11/01/2019 00:00;52875;V;1570;113;101,361;11453,793;TN;LIBRE;75;0;O;N
11/01/2019 00:00;57161;A;1570;81;101,361;8210,241;TN;LIBRE;7;0;O;T
11/01/2019 00:00;25025;A;1570;534;101,361;54126,774;TN;LIBRE;7;171,434;O;T
11/01/2019 00:00;37214;V;1570;9;101,361;912,249;TN;LIBRE;7;48,68;O;T
11/01/2019 00:00;53194;A;1570;66;101,361;6689,826;TN;LIBRE;7;0;O;T
11/01/2019 00:00;53264;A;1570;268;101,361;27164,748;TN;LIBRE;7;0;O;T
11/01/2019 00:00;53276;A;1570;140;101,361;14190,54;TN;LIBRE;7;0;O;T
11/01/2019 00:00;58649;A;1570;21;101,361;2128,581;TN;LIBRE;6;0;O;T
11/01/2019 00:00;57750;A;1570;100;101,361;10136,1;TN;LIBRE;6;0;O;T
11/01/2019 00:00;46308;V;1570;5;101,361;506,805;TN;LIBRE;52;0;O;T
11/01/2019 00:00;9602;A;1570;792;101,361;80277,912;TN;LIBRE;7;100,639;O;T
11/01/2019 00:00;45589;A;1570;3;101,361;304,083;TN;LIBRE;53;0;O;T
11/01/2019 00:00;25025;V;1570;1;101,361;101,361;TN;LIBRE;7;171,434;O;T
15/01/2019 00:00;58572;A;1570;108;101,427;10954,116;TN;LIBRE;53;0;O;T
15/01/2019 00:00;49245;A;1570;389;101,427;39455,103;TN;LIBRE;52;0;O;T
15/01/2019 00:00;49246;A;1570;9;101,427;912,843;TN;LIBRE;52;0;O;T
15/01/2019 00:00;5880;V;1570;8;101,427;811,416;TN;LIBRE;7;22,12;O;T
15/01/2019 00:00;57812;A;1570;573;101,427;58117,671;TN;LIBRE;52;0;O;T
15/01/2019 00:00;54289;V;1570;2;101,427;202,854;TN;LIBRE;53;0;O;T
15/01/2019 00:00;58440;V;1570;13;101,427;1318,551;TN;LIBRE;7;0;O;T
15/01/2019 00:00;859;V;1570;13;101,427;1318,551;TN;LIBRE;6;43,9;O;T
16/01/2019 00:00;54594;V;1570;50;101,447;5072,35;TN;LIBRE;52;0;O;T
16/01/2019 00:00;52142;V;1570;8;101,447;811,576;TN;LIBRE;6;0;O;T
16/01/2019 00:00;58572;V;1570;17;101,447;1724,599;TN;LIBRE;53;0;O;T
17/01/2019 00:00;57235;A;1570;98;101,464;9943,472;TN;LIBRE;52;0;O;T
17/01/2019 00:00;58572;V;1570;564;101,464;57225,696;TN;LIBRE;53;0;O;T
17/01/2019 00:00;54053;A;1570;49;101,464;4971,736;TN;LIBRE;52;0;O;T
17/01/2019 00:00;53874;V;1570;81;101,464;8218,584;TN;LIBRE;7;0;O;T
17/01/2019 00:00;58440;V;1570;28;101,464;2840,992;TN;LIBRE;7;0;O;T
17/01/2019 00:00;859;V;1570;106;101,464;10755,184;TN;LIBRE;6;43,9;O;T
17/01/2019 00:00;48575;A;1570;887;101,464;89998,568;TN;LIBRE;52;0;O;T
17/01/2019 00:00;54581;A;1570;699;101,464;70923,336;TN;LIBRE;52;0;O;T
18/01/2019 00:00;859;V;1570;96;101,48;9742,08;TN;LIBRE;6;43,9;O;T
18/01/2019 00:00;54053;A;1570;104;101,48;10553,92;TN;LIBRE;52;0;O;T
18/01/2019 00:00;58440;V;1570;14;101,48;1420,72;TN;LIBRE;7;0;O;T
18/01/2019 00:00;57842;V;1570;27;101,48;2739,96;TN;LIBRE;7;0;O;T
21/01/2019 00:00;47585;V;1570;118;101,535;11981,13;TN;LIBRE;53;0;O;T
21/01/2019 00:00;49245;A;1570;142;101,535;14417,97;TN;LIBRE;52;0;O;T
21/01/2019 00:00;50876;A;1570;792;101,535;80415,72;TN;LIBRE;52;0;O;T
22/01/2019 00:00;45481;A;1570;108;101,554;10967,832;TN;LIBRE;44;0;O;T
22/01/2019 00:00;58666;A;1570;98;101,554;9952,292;TN;LIBRE;52;0;O;T
22/01/2019 00:00;859;V;1570;89;101,554;9038,306;TN;LIBRE;6;43,9;O;T
22/01/2019 00:00;51978;V;1570;81;101,554;8225,874;TN;GEST;47;0;O;T
22/01/2019 00:00;26865;V;1570;96;101,554;9749,184;TN;LIBRE;7;358,146;O;T
22/01/2019 00:00;9602;A;1570;96;101,554;9749,184;TN;LIBRE;7;100,639;O;T
23/01/2019 00:00;51883;V;1570;193;101,571;19603,203;TN;LIBRE;44;0;O;T
23/01/2019 00:00;9602;A;1570;17;101,571;1726,707;TN;LIBRE;7;100,639;O;T
23/01/2019 00:00;26865;V;1570;17;101,571;1726,707;TN;LIBRE;7;358,146;O;T
24/01/2019 00:00;859;V;1570;150;101,594;15239,1;TN;LIBRE;6;43,9;O;T
24/01/2019 00:00;53160;A;1570;150;101,594;15239,1;TN;LIBRE;6;0;O;T
25/01/2019 00:00;52130;A;1570;5;101,614;508,07;TN;LIBRE;53;0;O;T
25/01/2019 00:00;2824;A;1570;1;101,614;101,614;TN;LIBRE;44;67,515;O;T
25/01/2019 00:00;50907;V;1570;45;101,614;4572,63;TN;LIBRE;12;0;O;T
25/01/2019 00:00;9412;V;1570;89;101,614;9043,646;TN;LIBRE;7;20,271;O;T
